distance,image_path_a,image_path_b,split_a,split_b,sha256_a,sha256_b
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/SAM_1473_JPG_jpg.rf.20c3cea12625dc252fd86c1d36916894.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/SAM_1473_JPG_jpg.rf.c5d6f6c1b3d037aa68f2ce1b391256dd.jpg,train,train,c4e37093c27e67e1e303b671e35389f454d9d3bce996548cea3c104015bdc3ee,7c5d547cb7d6fe65d34d2209e3c7b0e9e728060270c16cd5426c19de5908ba3d
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/SAM_1528_JPG_jpg.rf.536795518e2498a0749b68564f475d2f.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/SAM_1528_JPG_jpg.rf.b1860fe3a0ed50e2a2f2829c25aace17.jpg,train,train,7d53b11bb53cb44ae68930a76075c1cca8b6313bcd33bf0584ee09f1e7888a0e,e6f196ae55805c4c0c81a0768788a2d36a4e5b173f980e04071dd9e0c3714aa9
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.2b7afaa3bf37c262b7c11bc583249c32.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.97f18e87faab8bf80a405433c72c2d52.jpg,train,train,82f289a2e89cf84bc17e6863fe0a64c32d760dd0825c6ce9ae8b74bf6b56858b,f4b916d1e485a31349f6c21f1ba8f896390a236f5ebfe6c911ff102641389900
4,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.2b7afaa3bf37c262b7c11bc583249c32.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.f928a00c06eb519b314a9a6b4232bb66.jpg,train,train,82f289a2e89cf84bc17e6863fe0a64c32d760dd0825c6ce9ae8b74bf6b56858b,a4fa64e13a7ef1b04a25f393db17df4e9f7365fcfcb1703b7f193092144f468b
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.2b7afaa3bf37c262b7c11bc583249c32.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/1726484415890_jpg.rf.d57e12136bf71c24afe046777c64543f.jpg,train,test,82f289a2e89cf84bc17e6863fe0a64c32d760dd0825c6ce9ae8b74bf6b56858b,f0178ac7997360aface81467007560ae95fedf747500fcc6d2d6a2e8d127cd37
4,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.97f18e87faab8bf80a405433c72c2d52.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.f928a00c06eb519b314a9a6b4232bb66.jpg,train,train,f4b916d1e485a31349f6c21f1ba8f896390a236f5ebfe6c911ff102641389900,a4fa64e13a7ef1b04a25f393db17df4e9f7365fcfcb1703b7f193092144f468b
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.97f18e87faab8bf80a405433c72c2d52.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/1726484415890_jpg.rf.d57e12136bf71c24afe046777c64543f.jpg,train,test,f4b916d1e485a31349f6c21f1ba8f896390a236f5ebfe6c911ff102641389900,f0178ac7997360aface81467007560ae95fedf747500fcc6d2d6a2e8d127cd37
4,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415890_jpg.rf.f928a00c06eb519b314a9a6b4232bb66.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/1726484415890_jpg.rf.d57e12136bf71c24afe046777c64543f.jpg,train,test,a4fa64e13a7ef1b04a25f393db17df4e9f7365fcfcb1703b7f193092144f468b,f0178ac7997360aface81467007560ae95fedf747500fcc6d2d6a2e8d127cd37
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415932_jpg.rf.673a1ef4aa8d0fabb17efa47f3dc9130.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484415932_jpg.rf.a5a42bdd139f81893061de62c09f3749.jpg,train,train,6585f17d0ac803cf3ff7350ec84e1579c810716b280871c63a499bc7ea3012e9,7525e7062f100a93310b298c688cb071e36d10c123daea69a0a0788f2b428c66
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484416309_jpg.rf.244962726790e879b5e1e65081fdabec.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484416309_jpg.rf.be43e0f0fc28aca4fe3010927fa05ee4.jpg,train,train,4a3169f598cde3f778aba4ffb4eed58504f80b589c8efc8a0dd1185c4875b186,bc595d05467b0e01f933a0f116dc4ec5bbf125c148753490dd43b544d872b472
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484416309_jpg.rf.244962726790e879b5e1e65081fdabec.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484416309_jpg.rf.c09c056d66a6d2ab643b63d7ce8cb35f.jpg,train,train,4a3169f598cde3f778aba4ffb4eed58504f80b589c8efc8a0dd1185c4875b186,bbdec3bd24f0426e68ee494c299251e6ed91e461961cd1f1752cfd092f2686e1
4,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484416309_jpg.rf.be43e0f0fc28aca4fe3010927fa05ee4.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484416309_jpg.rf.c09c056d66a6d2ab643b63d7ce8cb35f.jpg,train,train,bc595d05467b0e01f933a0f116dc4ec5bbf125c148753490dd43b544d872b472,bbdec3bd24f0426e68ee494c299251e6ed91e461961cd1f1752cfd092f2686e1
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240701_124147_jpg.rf.40d37dd2cfc6790d4a1fca95b337ffbb.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240701_124147_jpg.rf.7b34571a5b2dc6d89ba2d0195ac35a1a.jpg,train,train,bd6b455f344743b9f947f7cc34906dc08f43137db0a5af59486813afac3850c2,f8d52d1d1386be17dc167b3d335d5a9ab99f6915d36fc1a5922883e7ee6d6d21
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240701_124147_jpg.rf.40d37dd2cfc6790d4a1fca95b337ffbb.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240701_124147_jpg.rf.ef7b98c617b95f6fd900fd11cd386868.jpg,train,train,bd6b455f344743b9f947f7cc34906dc08f43137db0a5af59486813afac3850c2,2c81c4da5ba204102fecf3b896c8d1cabef319a7e660bc86d5335c82ac2ac15a
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240701_124147_jpg.rf.7b34571a5b2dc6d89ba2d0195ac35a1a.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240701_124147_jpg.rf.ef7b98c617b95f6fd900fd11cd386868.jpg,train,train,f8d52d1d1386be17dc167b3d335d5a9ab99f6915d36fc1a5922883e7ee6d6d21,2c81c4da5ba204102fecf3b896c8d1cabef319a7e660bc86d5335c82ac2ac15a
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_103153_jpg.rf.177e159d684010f7ed5e40ee18342c86.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_103153_jpg.rf.c16236f2f1aaa7989008212211352062.jpg,train,train,8f2074723d5c35d2cc6cb91d9c2539e852f81d389f52af0aed59268fd6581083,d24a4c30abe9056ccb29444b77f4be8a929e622ab05f617bdab38ad5f5631cce
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_103153_jpg.rf.177e159d684010f7ed5e40ee18342c86.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_103153_jpg.rf.ea3207106a1354f54e6f31be4f890bde.jpg,train,train,8f2074723d5c35d2cc6cb91d9c2539e852f81d389f52af0aed59268fd6581083,2a682b92759a6cf779f854d25e53c58507dc0f75744a43fe592ca154e2590e49
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_103153_jpg.rf.c16236f2f1aaa7989008212211352062.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_103153_jpg.rf.ea3207106a1354f54e6f31be4f890bde.jpg,train,train,d24a4c30abe9056ccb29444b77f4be8a929e622ab05f617bdab38ad5f5631cce,2a682b92759a6cf779f854d25e53c58507dc0f75744a43fe592ca154e2590e49
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_112003_jpg.rf.16a9146c4a66c265ae63a24c67e8391f.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_112003_jpg.rf.2cbb97fd4c12d4d10e6fdae7ea7ab1bb.jpg,train,train,fc957d5413844146a9316b8abac7443f6ca67b67dac4d3341c5ab219b46a2a8d,7766693677c457e8502a94fd08e8bfd38ec59a5ae15f4b3ab7ba69067f03abd5
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_112003_jpg.rf.16a9146c4a66c265ae63a24c67e8391f.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_112003_jpg.rf.8cd993509ecdfc8ad5758ee8fd66dbc7.jpg,train,train,fc957d5413844146a9316b8abac7443f6ca67b67dac4d3341c5ab219b46a2a8d,71d365b489253c2d0fc2b36f699121a650564fccfec2e359372dee4a4cad78d1
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_112003_jpg.rf.2cbb97fd4c12d4d10e6fdae7ea7ab1bb.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_112003_jpg.rf.8cd993509ecdfc8ad5758ee8fd66dbc7.jpg,train,train,7766693677c457e8502a94fd08e8bfd38ec59a5ae15f4b3ab7ba69067f03abd5,71d365b489253c2d0fc2b36f699121a650564fccfec2e359372dee4a4cad78d1
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_125032_jpg.rf.af02a0a89e0cb14215ef605baafa23d7.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_125032_jpg.rf.ca253adef7b84b69801bc907b1c6bbdd.jpg,train,train,0bfb013ef7a3b2aac3188a6f758d7597147c744070d061c06031724eb9fcd103,a2397525d85ed9593745694ac753c08fb65b62eeb87e833cc8305f32f4c1ea67
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132003_jpg.rf.5c66046d44ef95ab5961d6525f79e55b.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132003_jpg.rf.f00936d4c94ebd646f1e4ee78bae03ec.jpg,train,train,062c05ff7acbf381749a65c80e6be6810e70750ef24dee62a0694e90111ce54a,579ef1a379f514fc5f36e8f6abbc0476cf5f8de64d7a5100b7a9d204c4cca9ab
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132003_jpg.rf.5c66046d44ef95ab5961d6525f79e55b.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/old_20240916_132003_jpg.rf.0c6e562ba7156ddfa2c243059af2677c.jpg,train,test,062c05ff7acbf381749a65c80e6be6810e70750ef24dee62a0694e90111ce54a,9b8108563228be654ed11ce1e019684c9fff051b0fe75d4b9233b5f6b76622bb
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132003_jpg.rf.f00936d4c94ebd646f1e4ee78bae03ec.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/old_20240916_132003_jpg.rf.0c6e562ba7156ddfa2c243059af2677c.jpg,train,test,579ef1a379f514fc5f36e8f6abbc0476cf5f8de64d7a5100b7a9d204c4cca9ab,9b8108563228be654ed11ce1e019684c9fff051b0fe75d4b9233b5f6b76622bb
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132004_jpg.rf.125178a5fde146e2b090e295ec2bb47b.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132004_jpg.rf.a1e96dafb81bc7608fe65dae09252f71.jpg,train,train,40781071e38eef9e25dc45d6907e9180bc65d9a7301c091ec5c2529aff5ee147,f60ae655dbbf38857e9024048dd7687ca8b18eed35885117eb4f9a23ab212d57
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132004_jpg.rf.125178a5fde146e2b090e295ec2bb47b.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132004_jpg.rf.d910987ad69acb5b97744e0339fdffea.jpg,train,train,40781071e38eef9e25dc45d6907e9180bc65d9a7301c091ec5c2529aff5ee147,84171bedf4a7d89f8023ea8e6f2dfd52f74bec14aecd2e17f35f8098eb92d06a
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132004_jpg.rf.a1e96dafb81bc7608fe65dae09252f71.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132004_jpg.rf.d910987ad69acb5b97744e0339fdffea.jpg,train,train,f60ae655dbbf38857e9024048dd7687ca8b18eed35885117eb4f9a23ab212d57,84171bedf4a7d89f8023ea8e6f2dfd52f74bec14aecd2e17f35f8098eb92d06a
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132611_jpg.rf.806c48fe2fa0ad9b91566b7096977142.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132611_jpg.rf.a94530bc7a9c710e53380b3eef7dee28.jpg,train,train,81c299dacba3f8ad2a609445a305918fb57619f59010c4c5c9aff48416e8a660,a0246ef2b6059d3527ef8f9fb3f1f47fa8137d73c2e774380c828131974ee5de
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132611_jpg.rf.806c48fe2fa0ad9b91566b7096977142.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132611_jpg.rf.beef261929f38df5e714244b70e2a7c3.jpg,train,train,81c299dacba3f8ad2a609445a305918fb57619f59010c4c5c9aff48416e8a660,b439baddb6309a215adc591cc585fa707e1b9e8339c2ed70c8d12632fe203f30
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132611_jpg.rf.a94530bc7a9c710e53380b3eef7dee28.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_20240916_132611_jpg.rf.beef261929f38df5e714244b70e2a7c3.jpg,train,train,a0246ef2b6059d3527ef8f9fb3f1f47fa8137d73c2e774380c828131974ee5de,b439baddb6309a215adc591cc585fa707e1b9e8339c2ed70c8d12632fe203f30
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-260nw-1932373256_jpg.rf.5c7c5a8bfb717004e9b7f146b7f0960d.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-260nw-1932373256_jpg.rf.a526a7552f1ba4aabf938660ccf09e46.jpg,train,train,4d4626691a8bcb8baa8e90320bdbf7255cb8490a37bcd2f05fa4a4acfc6e9704,08c93234be9334e461364fa316d71f2fd181134cae31088af348eabf4859dd8e
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-rain-condusive-place-aedes-mosquito-breeding-source-dengue-fever-selective-212795713_webp_jpg.rf.1bfec0a3d6171d8062e10e0ba0716124.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-rain-condusive-place-aedes-mosquito-breeding-source-dengue-fever-selective-212795713_webp_jpg.rf.6fd77ea9645efe10726af87e095adcee.jpg,train,train,bd171bd631d786c42f4361a19176d948485d143187f862997a98d2f47ee42d45,52108b0c315ccb215cd9338fd75838c25ac8afe0599aab1f118f753794a7252e
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-rain-condusive-place-aedes-mosquito-breeding-source-dengue-fever-selective-212795713_webp_jpg.rf.1bfec0a3d6171d8062e10e0ba0716124.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-rain-condusive-place-aedes-mosquito-breeding-source-dengue-fever-selective-212795713_webp_jpg.rf.79ae35089383a9a1678c28189e7843b1.jpg,train,train,bd171bd631d786c42f4361a19176d948485d143187f862997a98d2f47ee42d45,6013df01a773e4068a13f661af4aaa9109412aa14dd7c53dd6ed571a62f96568
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-rain-condusive-place-aedes-mosquito-breeding-source-dengue-fever-selective-212795713_webp_jpg.rf.6fd77ea9645efe10726af87e095adcee.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_abandoned-tyre-outdoor-still-water-rain-condusive-place-aedes-mosquito-breeding-source-dengue-fever-selective-212795713_webp_jpg.rf.79ae35089383a9a1678c28189e7843b1.jpg,train,train,52108b0c315ccb215cd9338fd75838c25ac8afe0599aab1f118f753794a7252e,6013df01a773e4068a13f661af4aaa9109412aa14dd7c53dd6ed571a62f96568
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_istockphoto-1321331407-612x612_jpg.rf.036c8ea7355b9815e281e6ff8405636e.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_istockphoto-1321331407-612x612_jpg.rf.8969646d794ec50b487a68a9b79df2c0.jpg,train,train,bcbd9a0b4a562ffb7295eaae14a630925a97165304c102e4568d78c039b7c8a8,edbf5cd0404583f84eeca221f003729adec6283918c88a00d747dffc482e4a4f
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_istockphoto-1321331407-612x612_jpg.rf.036c8ea7355b9815e281e6ff8405636e.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_istockphoto-1321331407-612x612_jpg.rf.dab8eefa64abdd91e24a5fd771e51b52.jpg,train,train,bcbd9a0b4a562ffb7295eaae14a630925a97165304c102e4568d78c039b7c8a8,b40858c3bf91884f5ebcb0da006c2843c1272a1f8aaba2b2200587575cb28ffc
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_istockphoto-1321331407-612x612_jpg.rf.8969646d794ec50b487a68a9b79df2c0.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_istockphoto-1321331407-612x612_jpg.rf.dab8eefa64abdd91e24a5fd771e51b52.jpg,train,train,edbf5cd0404583f84eeca221f003729adec6283918c88a00d747dffc482e4a4f,b40858c3bf91884f5ebcb0da006c2843c1272a1f8aaba2b2200587575cb28ffc
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/1726484413807_jpg.rf.b7d1d0cab62ef29a90d27dc9c70d28d4.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484413807_jpg.rf.8429bb5a48713956cfefa4ccba1268e7.jpg,train,train,5be27c427150deecec1dd9f4cc1b352e839a61391d60facd61f899d6a856d7d5,1fab2146340c32839d75aa703a93d2fb116e70b0c80aa07708067abbe5a65eda
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/1726484413807_jpg.rf.b7d1d0cab62ef29a90d27dc9c70d28d4.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484413807_jpg.rf.8b0bbebd74d29602366381f62fcd27ce.jpg,train,train,5be27c427150deecec1dd9f4cc1b352e839a61391d60facd61f899d6a856d7d5,44007a325105c1e4467c7fdbbf41ad1deca8bdf21138880996212ff8f4b3423f
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/1726484413807_jpg.rf.b7d1d0cab62ef29a90d27dc9c70d28d4.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484413807_jpg.rf.e300dedbc617342b26ff2b1a35a4a691.jpg,train,train,5be27c427150deecec1dd9f4cc1b352e839a61391d60facd61f899d6a856d7d5,0b0cb247d07c0b7cf9bff9a260dcfd3ae31503b06ab7d3e33d72e733a227578a
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/20240916_133341_jpg.rf.8fe98b4cad890feeb470e74e5ac7e82d.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/old_20240916_133341_jpg.rf.eab9a306e90af2741f19ff9569fc9ec3.jpg,train,test,ed9cf621e031ea4a15ba4de0cfbf7f24d513c172238a42d4675a48687b4060a9,01f2d8788ce3c81b5dd8b5704ebeeecb0a1bd7f07056fed08ab7e646b5eedfb5
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/44_jpg.rf.1d5db800ac903f165bfef36efc88182e.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/45_jpg.rf.44b5eee52b4c8e138bcc78da77717924.jpg,train,train,c8f67674d9662cc7932e27386ebfcbb6af1dcd9b254970f92f37dde00e13ef9e,68201834d0fe1a6f4f5837499576eb60b287ea65dd29f11de7b84ad2895e726a
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/SAM_1619_JPG_jpg.rf.fabfb2d5293408fef9ccd26ce9cffa43.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/SAM_1619_JPG_jpg.rf.82eb5509f177ec4f2f2dd529b71ca084.jpg,train,test,08a217cd9cd9e7e9c4594b8fada86e8680a35aa3bc3e58893d13a5038356c519,4cd525c275646163df69884690449f1d311d5c3a378d19a2b387a4fa32649a36
0,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484413807_jpg.rf.8429bb5a48713956cfefa4ccba1268e7.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484413807_jpg.rf.8b0bbebd74d29602366381f62fcd27ce.jpg,train,train,1fab2146340c32839d75aa703a93d2fb116e70b0c80aa07708067abbe5a65eda,44007a325105c1e4467c7fdbbf41ad1deca8bdf21138880996212ff8f4b3423f
2,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484413807_jpg.rf.8429bb5a48713956cfefa4ccba1268e7.jpg,/kaggle/working/denguewatch_yolov8m_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/old_1726484413807_jpg.rf.e300dedbc617342b26ff2b1a35a4a691.jpg,train,train,1fab2146340c32839d75aa703a93d2fb116e70b0c80aa07708067abbe5a65eda,0b0cb247d07c0b7cf9bff9a260dcfd3ae31503b06ab7d3e33d72e733a227578a
