sha256,group_size,label_hash_count,image_paths,label_paths
5787b1cb6ebbfea9e0ef442f050b27882c6a1edfd5ab0d261e3f810c68307a3e,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/Dengue-01_64717_jpeg_jpg.rf.20d1627494d9cf95cf2384580af001bf.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/Dengue-01_64717_jpeg_jpg.rf.a0f58f18383c31cf3efd68b1753b1fab.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/Dengue-01_64717_jpeg_jpg.rf.20d1627494d9cf95cf2384580af001bf.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/Dengue-01_64717_jpeg_jpg.rf.a0f58f18383c31cf3efd68b1753b1fab.txt
57f2c8daa91960a73a339e7926d5a27f3eed19972b0430b83704d35f0a8271da,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa18_jpg.rf.6ddb507a5acbc361f8d34cc598a6c377.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa18_jpg.rf.7cb8f1e1436762c3bbf177a22ad9a5fa.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa18_jpg.rf.6ddb507a5acbc361f8d34cc598a6c377.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa18_jpg.rf.7cb8f1e1436762c3bbf177a22ad9a5fa.txt
5d25ab42590ea023ef680f15946fe89a11923c92c644c92a443366d9ddf75d05,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/dengue-pneu_jpg.rf.341a56ba94238c579ce3ee32d1b1cf6f.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/dengue-pneu_jpg.rf.8ab9b830f77bb326b7954a982723e45a.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/dengue-pneu_jpg.rf.341a56ba94238c579ce3ee32d1b1cf6f.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/dengue-pneu_jpg.rf.8ab9b830f77bb326b7954a982723e45a.txt
60d8a45ffff0ea7dda7a2204cda9b2d71beb15f7b7795c3ea917dc99995b705c,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-2-_jpg.rf.00cc50711403b9c0896f0ec410991044.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/download-2-_jpg.rf.e4eb4405545dc7e424a9608f86d9a2ce.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/download-2-_jpg.rf.00cc50711403b9c0896f0ec410991044.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/download-2-_jpg.rf.e4eb4405545dc7e424a9608f86d9a2ce.txt
63432baff22dbc19be76e6e91179e94c7a19b02125666976e96e39b9a4b00d9b,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/Focos-2-1024x576_jpeg_jpg.rf.0731cee93572c65269b95c549d8c7022.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/Focos-2-1024x576_jpeg_jpg.rf.e08f6381249b354198688a4de8045cd5.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/Focos-2-1024x576_jpeg_jpg.rf.0731cee93572c65269b95c549d8c7022.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/Focos-2-1024x576_jpeg_jpg.rf.e08f6381249b354198688a4de8045cd5.txt
63e2d9c29e4b6e175939cbb56f269b1203b19d47e62105f90b7fc75c1b56ee24,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa11_jpg.rf.2fd61ed17e031a8b48197afd025e78a1.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa11_jpg.rf.e8b386a8c162affede8db68d9c2b5049.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa11_jpg.rf.2fd61ed17e031a8b48197afd025e78a1.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa11_jpg.rf.e8b386a8c162affede8db68d9c2b5049.txt
6709ffae052905edda9faecb2fccee1ca2f0d77dfc0ed71b7bbee510c906c633,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem16_jpg.rf.2ed486ecf27a5247093cd2b217fea377.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/imagem16_jpg.rf.db105312d17c9b5abd217db8ef36abc9.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem16_jpg.rf.2ed486ecf27a5247093cd2b217fea377.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/imagem16_jpg.rf.db105312d17c9b5abd217db8ef36abc9.txt
68085863d4b9fed7a2b03bd27e2eaad174e38a0cfbd7c5a03768c2aa192fb9fd,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem25_jpg.rf.6674026921ddacd21cc639470309ef72.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem25_jpg.rf.b79ac1a35414e615b437401706c45d57.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem25_jpg.rf.6674026921ddacd21cc639470309ef72.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem25_jpg.rf.b79ac1a35414e615b437401706c45d57.txt
691fbe164e4d8b2fa305e5fa3cc7fd9c0cc9af0817453f93e9d430c78657c2d8,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-1-1-_jpg.rf.0c0ebaff920387d595a848896d4ffaf7.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-1-1-_jpg.rf.78f184ae3b5aa6abdd92969ad62616d8.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-1-1-_jpg.rf.0c0ebaff920387d595a848896d4ffaf7.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-1-1-_jpg.rf.78f184ae3b5aa6abdd92969ad62616d8.txt
69b8e01db0df272f498590ebd55415e7ef635eddd34f6fb6c7c24bce7b4627e3,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-1-_jpg.rf.af3a9f3658df84c5b4d0d936ec07f0af.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-1-_jpg.rf.e3e945d918bb31631cd6a351b3abf475.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-1-_jpg.rf.af3a9f3658df84c5b4d0d936ec07f0af.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/images-1-_jpg.rf.e3e945d918bb31631cd6a351b3abf475.txt
6a24373705836c070cc220075f4e3e43d6fdc4062d6a033ae33d9bdc52453f6c,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/eliminar-criaderos-mosquito_jpeg_jpg.rf.ad6eaed30b79ad7c7978a6e9400d279e.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/eliminar-criaderos-mosquito_jpeg_jpg.rf.1748abf91d9d15b96014002266a6260c.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/eliminar-criaderos-mosquito_jpeg_jpg.rf.ad6eaed30b79ad7c7978a6e9400d279e.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/eliminar-criaderos-mosquito_jpeg_jpg.rf.1748abf91d9d15b96014002266a6260c.txt
6e84e023151e2d4170525004565a99d4c4d6dfa9077815f687ad5d3403895399,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem1_jpg.rf.84117b745b7faefbdd52dc866dd1f653.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/imagem1_jpg.rf.3fd150ddf616a300e616c0cc1212a361.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem1_jpg.rf.84117b745b7faefbdd52dc866dd1f653.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/imagem1_jpg.rf.3fd150ddf616a300e616c0cc1212a361.txt
7c7aa421093c570c78741c52bd526514f648d763ce341e82a730499e2d006bff,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-17-_jpg.rf.2a48bdac6541e3a60b8cba3b289f3650.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-17-_jpg.rf.2bbf0cf5fb2a9f85a090823a99c2a989.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-17-_jpg.rf.2a48bdac6541e3a60b8cba3b289f3650.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-17-_jpg.rf.2bbf0cf5fb2a9f85a090823a99c2a989.txt
7cd5078bed045b26f81e226e4031b014eae055f0222c06c7f04d73353698c5b0,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/depositphotos_347982526-stock-photo-plastic-garbage-autumn-leaves_jpg.rf.f13f6c6054a25a8b4d8f4ca3fc7eabc6.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/depositphotos_347982526-stock-photo-plastic-garbage-autumn-leaves_jpg.rf.1493752fd17cd73b835ac75fd3569d1c.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/depositphotos_347982526-stock-photo-plastic-garbage-autumn-leaves_jpg.rf.f13f6c6054a25a8b4d8f4ca3fc7eabc6.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/depositphotos_347982526-stock-photo-plastic-garbage-autumn-leaves_jpg.rf.1493752fd17cd73b835ac75fd3569d1c.txt
7db6d9ff4382b58ecb20eb95c9a200cf66db0e97182dc72a8ecbaf2281cd078e,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-4-_jpeg_jpg.rf.23a5a6c5a8b79a4cb538137f505b3f73.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-4-_jpeg_jpg.rf.3ab643d94dc8f9a8a90613a9d67be564.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-4-_jpeg_jpg.rf.23a5a6c5a8b79a4cb538137f505b3f73.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-4-_jpeg_jpg.rf.3ab643d94dc8f9a8a90613a9d67be564.txt
805347ecae4dd144017406a05b06a0a17bd66caa260011ecf1b244606f31db0a,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-3-_jpg.rf.5292cbf123c2f63c141405828e558f61.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/download-3-_jpg.rf.da86755c24b68c6aea269aef4333bc20.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/download-3-_jpg.rf.5292cbf123c2f63c141405828e558f61.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/download-3-_jpg.rf.da86755c24b68c6aea269aef4333bc20.txt
813de53727a13dc5dd763a3a1bc143a6cc9db1de9f234dd7cffd3fcd5215ab5e,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-23-_jpg.rf.81f3ae9e85a445572ae4077bac0e27f6.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-23-_jpg.rf.87038f8073d9a3ede95ed4fe71789122.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-23-_jpg.rf.81f3ae9e85a445572ae4077bac0e27f6.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/images-23-_jpg.rf.87038f8073d9a3ede95ed4fe71789122.txt
847b3d323ae11978d074890562888e36069b0d67edf02c0f15fd228b10cbf045,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem17_jpg.rf.a1e9739b8f73616b21ad1e70215cee45.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/imagem17_jpg.rf.c2d341511d0e749fc9380f541edf82da.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem17_jpg.rf.a1e9739b8f73616b21ad1e70215cee45.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/imagem17_jpg.rf.c2d341511d0e749fc9380f541edf82da.txt
85686ee31493501837cdfe0064154eb314cc9b0db01027ad0b32ee3eac32f353,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/download-2-_jpg.rf.4204fbb722728bc7213fd445a480fa29.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/download-2-_jpg.rf.8a3894d76cc67cf9a17c2ffe3f0d1f91.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/download-2-_jpg.rf.4204fbb722728bc7213fd445a480fa29.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/download-2-_jpg.rf.8a3894d76cc67cf9a17c2ffe3f0d1f91.txt
8b13a9ff9c8d3777ca9f76a862531a2edcf03dfb148af5bb32816d5f6e907e8c,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-2-_jpg.rf.422f618fe1f66e11842a5642d1dc4978.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-2-_jpg.rf.c2a9f6012403b247351627a91e856c82.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-2-_jpg.rf.422f618fe1f66e11842a5642d1dc4978.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-2-_jpg.rf.c2a9f6012403b247351627a91e856c82.txt
8c8ee239e257e45d22ddbfc2d0cff3cd9fcab74bbf4ddea7c490ac66fca0ae50,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/garrafa2_jpg.rf.c3350773f65cc396cf3ca1a6e6eb06d7.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/garrafa2_jpg.rf.aedeebd83387ed06a0861569159e5f41.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/garrafa2_jpg.rf.c3350773f65cc396cf3ca1a6e6eb06d7.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/garrafa2_jpg.rf.aedeebd83387ed06a0861569159e5f41.txt
8cb30a5627f1edccd38e9ec428f5f94b973d2ef591c5fba6e5b49c0b9a300670,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-14-_jpg.rf.487a11452316ef458a0ddbc2a7ebd33e.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-14-_jpg.rf.4ecff3fb44e33ec87a1d5fce4d557ad4.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-14-_jpg.rf.487a11452316ef458a0ddbc2a7ebd33e.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-14-_jpg.rf.4ecff3fb44e33ec87a1d5fce4d557ad4.txt
8cce22a672b82bc4a7a1e7824458f51353ce2c1f928610d796543486fd94c5ee,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta4_jpeg_jpg.rf.7d853361836dffc7c27e6101f5c0b99a.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/caixaaberta4_jpeg_jpg.rf.816abb9432456d83f2fb085487490804.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta4_jpeg_jpg.rf.7d853361836dffc7c27e6101f5c0b99a.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/caixaaberta4_jpeg_jpg.rf.816abb9432456d83f2fb085487490804.txt
9a6382e361a262e61dd41cd834bfbb62d4c922c33724ed6d25a8606969ad261e,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-51-_jpg.rf.e9d246dbb806199707b44c3a6ad0ec35.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/images-51-_jpg.rf.61294fca6d4d3597fbade3a945c53a61.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-51-_jpg.rf.e9d246dbb806199707b44c3a6ad0ec35.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/images-51-_jpg.rf.61294fca6d4d3597fbade3a945c53a61.txt
9f7ab0f90accf0f6df9dceed993c6b644168e78fc7753f50bdd671a2adc602cb,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/images-4-_jpg.rf.012fd49f32fa2184704470be7814f74d.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/images-4-_jpg.rf.5d72981596c2baabf464ed0ce9fd3649.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/images-4-_jpg.rf.012fd49f32fa2184704470be7814f74d.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/images-4-_jpg.rf.5d72981596c2baabf464ed0ce9fd3649.txt
9f8346d98b6c07273fad7752270075418c3244f872fdb0b5ffef2085081a437b,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/dsc_0028_3_jpeg_jpg.rf.1aba54bf265c7cc650d3c0ec0774687d.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/images/dsc_0028_3_jpeg_jpg.rf.6a6824a86b4560b8abaa0e2636210320.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/dsc_0028_3_jpeg_jpg.rf.1aba54bf265c7cc650d3c0ec0774687d.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/valid/labels/dsc_0028_3_jpeg_jpg.rf.6a6824a86b4560b8abaa0e2636210320.txt
a3fdba497a87a3c27d06911b641597503ce2b53b03808c601bacd3358f8b1ed3,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/destaque-para-site-pneus-03-1-_jpg.rf.a3868f9a682b91f8e22fc44beead00c6.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/destaque-para-site-pneus-03-1-_jpg.rf.e242bf3d5d6518a496360d2558ac338c.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/destaque-para-site-pneus-03-1-_jpg.rf.a3868f9a682b91f8e22fc44beead00c6.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/destaque-para-site-pneus-03-1-_jpg.rf.e242bf3d5d6518a496360d2558ac338c.txt
ab5530eedc40a712e1a4e0cc2b558f1caef39ba576218c99ec42cc60487a8aa4,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/depositphotos_207102234-stock-photo-standing-water-trapped-in-tire_jpg.rf.4ab57a28d0698e500f9eae8a29c195b3.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/depositphotos_207102234-stock-photo-standing-water-trapped-in-tire_jpg.rf.b17d1caa388738675efea29cd0455d0b.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/depositphotos_207102234-stock-photo-standing-water-trapped-in-tire_jpg.rf.4ab57a28d0698e500f9eae8a29c195b3.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/depositphotos_207102234-stock-photo-standing-water-trapped-in-tire_jpg.rf.b17d1caa388738675efea29cd0455d0b.txt
b135b6e614c4bfd0adffa266436e7466d6234d80ea5b9033d6ab44c245110d07,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/images/imagem32_jpg.rf.036be352dd30778cdf9a80b9d67d7844.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/imagem32_jpg.rf.9697ebb56891a874bc1b15f8929deebb.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/train/labels/imagem32_jpg.rf.036be352dd30778cdf9a80b9d67d7844.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/imagem32_jpg.rf.9697ebb56891a874bc1b15f8929deebb.txt
b4d31b7cf0992db20f9b6dec9055a738070c973792a321c71b8bde72e0ad6263,2,2,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/download-10-_jpg.rf.199a0e56775b59cc2e7998d8458b13f6.jpg | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/images/download-10-_jpg.rf.905c727f3ded9700dfcff969a5a8b2fb.jpg,/kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/download-10-_jpg.rf.199a0e56775b59cc2e7998d8458b13f6.txt | /kaggle/working/denguewatch_yolov8n_workspace/raw_data/roboflow_mosquito-breeding-expanded_v3_yolov8/test/labels/download-10-_jpg.rf.905c727f3ded9700dfcff969a5a8b2fb.txt
